,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
4124,"Chocolate Home Treats Pack, 126 g, 18 Units",Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,181.68,298.0,https://www.bigbasket.com/media/uploads/p/s/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.bigbasket.com/pd/1200587/cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units-2x126-g/,Chocolates,Invalid Code,4.2,"Cadbury Dairy Milk, your favourite chocolate in the perfect family pack. For those everyday moments of joy that you want to share with your near and dear ones with something sweet. Just one bite will take you into the world of warmth, happiness and spontaneous fun. Rich, smooth and creamy Classic Milk Chocolate which gives you more joy in every bite."
4125,Nutties Chocolate Pack,Snacks & Branded Foods,Chocolates & Candies,Cadbury,39.6,40.0,https://www.bigbasket.com/media/uploads/p/s/267413_9-cadbury-nutties-chocolate-pack.jpg,https://www.bigbasket.com/pd/267413/cadbury-nutties-chocolate-pack-30-g/,Chocolates,8901233028651,4.2,Candied nuts usually almonds and cashews with a thick choclate coating. The chocolate melts in your mouth and the crushed nuts in the center gives it the much needed crunch. Don't give it a second thought try this and give yourself the pleasure of tasting heaven.
4126,Sugar Coated Chocolate,Snacks & Branded Foods,Chocolates & Candies,Cadbury Gems,5.0,5.0,https://www.bigbasket.com/media/uploads/p/s/100021029_7-cadbury-gems-sugar-coated-chocolate.jpg,https://www.bigbasket.com/pd/100021029/cadbury-gems-sugar-coated-chocolate-79-g-pouch/,Chocolates,7622201798260,4.2,"Cadbury Gems is chocolate flavor, rich and chocolate buttons. What makes Gems different is the way the chocolate has been designed as colorful candy. Gems can be used to embellish puddings, cakes, biscuits, homemade chocolates and cookies. It is colourful, tasty and fun. Gems is loved by everyone. Add to any dessert for that extra touch or just eat it how it is for a guaranteed burst of flavours in your mouth."
4127,Dark Chocolate- 55% Rich In Cocoa,Snacks & Branded Foods,Chocolates & Candies,Amul,87.12,100.0,https://www.bigbasket.com/media/uploads/p/s/40003735_9-amul-dark-chocolate-55-rich-in-cocoa.jpg,https://www.bigbasket.com/pd/40003735/amul-dark-chocolate-55-rich-in-cocoa-150-g-carton/,Chocolates,8901262070676,4.3,Amul Dark Chocolate is made with the finest ingredients and rich cocoa. Its strong flavour and silky texture is just what you need to fall in love with pure cocoa for its authentice taste.
4128,Kitkat 7x2 Fingers Share Bag,Snacks & Branded Foods,Chocolates & Candies,Nestle ,79.2,100.0,https://www.bigbasket.com/media/uploads/p/s/40122231_8-nestle-kitkat-7x2-fingers-share-bag.jpg,https://www.bigbasket.com/pd/40122231/nestle-kitkat-7x2-fingers-share-bag-119-g-pack/,Chocolates,8901058894875,4.3,"Share your favourite treats with your favourite people. This Share bag contains 7 individually wrapped KitKat 2 Finger packs. Just unwrap your KitKat, break off one of the fingers, snap into two and savour the delicious crispy treat. Have A Break, Have A Kitkat."
4129,Chocolate,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,111.67,120.0,https://www.bigbasket.com/media/uploads/p/s/1200590_3-cadbury-dairy-milk-chocolate.jpg,https://www.bigbasket.com/pd/1200590/cadbury-dairy-milk-chocolate-3x50-g/,Chocolates,Invalid Code,4.2,"Cadbury Dairy Milk Chocolate is for those everyday moments of joy that you want to share with your near and dear ones with something sweet. Just one bite will take you into the world of warmth, happiness and spontaneous fun. Rich, smooth and creamy Classic Milk Chocolate which gives you more joy in every bite."
4130,Chocolate,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,37.24,40.0,https://www.bigbasket.com/media/uploads/p/s/1206716_2-cadbury-dairy-milk-chocolate.jpg,https://www.bigbasket.com/pd/1206716/cadbury-dairy-milk-chocolate-2x23-g/,Chocolates,Invalid Code,4.2,"Cadbury Dairy Milk Chocolate is for those everyday moments of joy that you want to share with your near and dear ones with something sweet. Just one bite will take you into the world of warmth, happiness and spontaneous fun. Rich, smooth and creamy Classic Milk Chocolate which gives you more joy in every bite."
4131,"Fruit N Nut, Dark Chocolate- 55% Rich In Cocoa",Snacks & Branded Foods,Chocolates & Candies,Amul,87.12,100.0,https://www.bigbasket.com/media/uploads/p/s/40003734_3-amul-fruit-n-nut-dark-chocolate-55-rich-in-cocoa.jpg,https://www.bigbasket.com/pd/40003734/amul-fruit-n-nut-dark-chocolate-55-rich-in-cocoa-150-g-carton/,Chocolates,Invalid Code,4.3,"Crunchy almonds and handpicked juicy raisins, studded in the smooth texture of dark chocolate. Amul Fruit 'N' Nut Chocolate is a classic combination of 55% cocoa, chocolate with delicious bits of fruit n nut, which has been celebrated for decades and relished even today."
4132,Rich Cocoa Dark Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury Bournville,160.0,200.0,https://www.bigbasket.com/media/uploads/p/s/1206714_4-cadbury-bournville-rich-cocoa-dark-chocolate-bar.jpg,https://www.bigbasket.com/pd/1206714/cadbury-bournville-rich-cocoa-dark-chocolate-bar-2x80-g/,Chocolates,Invalid Code,4.2,"Bournville Rich Cocoa Chocolate is irresistible and specially created to savour the palate with 50% cocoa and an ever so smooth texture, each little chunk is dark and undeniably good! The finest cocoa beans that have the perfect size and aroma go in to the making of the Bournville, offering consumers the sheer luxury and goodness of premium dark chocolate."
4133,Fruit & Nut Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,80.0,80.0,https://www.bigbasket.com/media/uploads/p/s/267377_10-cadbury-dairy-milk-fruit-nut-chocolate-bar.jpg,https://www.bigbasket.com/pd/267377/cadbury-dairy-milk-fruit-nut-chocolate-bar-80-g/,Chocolates,7622201504403,4.3,Cadbury Dairy Milk is all about regaling in the chocolates richness andƒ€š‚ creaminess. The classic taste of Cadbury chocolates enriched with the real goodness of nuts and raisins offers you the reason to celebrate every small and big occasion of happiness.
4134,"Crackle Chocolate Bar, 36 g",Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,287.04,360.0,https://www.bigbasket.com/media/uploads/p/s/1207402_3-cadbury-dairy-milk-crackle-chocolate-bar-36-g.jpg,https://www.bigbasket.com/pd/1207402/cadbury-dairy-milk-crackle-chocolate-bar-36-g-8x36-g/,Chocolates,Invalid Code,4.2,"Rich, smooth and creamy Classic Milk Chocolate with rice crispies, every bite of Cadbury Dairy Milk Crackle Chocolate Bar is crispier with those little taste explosions in your mouth."
4135,Chocolate Bar - Fuse,Snacks & Branded Foods,Chocolates & Candies,Cadbury,51.45,70.0,https://www.bigbasket.com/media/uploads/p/s/1206718_2-cadbury-chocolate-bar-fuse.jpg,https://www.bigbasket.com/pd/1206718/cadbury-chocolate-bar-fuse-2x45-g/,Chocolates,Invalid Code,4.2,"A delicious fusion of crunchy peanuts, sweet caramel, and a creamy center all coated in smooth Cadbury milk chocolate. A chocolaty feast that stimulates your taste buds and satisfies you."
4136,Gems - Sugar Coated Chocolate,Snacks & Branded Foods,Chocolates & Candies,Cadbury,10.0,10.0,https://www.bigbasket.com/media/uploads/p/s/40120531_6-cadbury-gems-sugar-coated-chocolate.jpg,https://www.bigbasket.com/pd/40120531/cadbury-gems-sugar-coated-chocolate-1896-g/,Chocolates,7622201798185,4.3,"Cadbury Gems is chocolate flavor, rich and chocolate buttons.What makes Gems different is the way the chocolate has been designed as colorful candy. Gems can be used to embellish puddings, cakes, biscuits, homemade chocolates and cookies. It is colourful, tasty and fun. Gems is loved by everyone. Add to any dessert for that extra touch or just eat it how it is for a guaranteed burst of flavours in your mouth."
4137,Munch Chocolate Coated Crunchy Wafer - Share Pack,Snacks & Branded Foods,Chocolates & Candies,Nestle ,80.0,100.0,https://www.bigbasket.com/media/uploads/p/s/40122232_5-nestle-munch-chocolate-coated-crunchy-wafer-share-pack.jpg,https://www.bigbasket.com/pd/40122232/nestle-munch-chocolate-coated-crunchy-wafer-share-pack-222-g/,Chocolates,8901058895087,4.4,"Nestle MUNCH brings to you a wafer-based crunchilicious bar resulting in an explosive multi-sensorial crunch. MUNCH chocolate lets you discover something new with every bite. The chocolaty crunch gives MUNCH a sweet and delicious taste, so you can savour every bite. It’s the same irresistible taste that you have loved for years containing 20 yummy chocolate treats so you can have a fun time with family and friends. With each bar discover sensations, flavours and textures, unlike anything you’ve had before. Savouring chocolate as part of a balanced diet is one of life’s little pleasures and this MUNCH makes a perfect chocolaty treat with each portion of 11.1g containing approx. 54 kcal. So, break your way to mouth-watering MUNCH chocolate recipes or enjoy MUNCH bar as it is. Allergens: May contain Peanuts. *Milk refers to milk solids. Storage: Store in a cool, dry and hygienic place."
4138,Cranberry Dark Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury Bournville,160.0,200.0,https://www.bigbasket.com/media/uploads/p/s/1206715_6-cadbury-bournville-cranberry-dark-chocolate-bar.jpg,https://www.bigbasket.com/pd/1206715/cadbury-bournville-cranberry-dark-chocolate-bar-2x80-g/,Chocolates,Invalid Code,4.3,"Bournville Cranberry Chocolate is irresistible and specially created to savour the palate with 50% cocoa and an ever so smooth texture, each little chunk is dark and undeniably good! The finest cocoa beans that have the perfect size and aroma go in to the making of the Bournville, offering consumers the sheer luxury and goodness of premium dark chocolate."
4139,Shots,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,10.0,10.0,https://www.bigbasket.com/media/uploads/p/s/40024667_12-cadbury-dairy-milk-shots.jpg,https://www.bigbasket.com/pd/40024667/cadbury-dairy-milk-shots-18-g-pouch/,Chocolates,Invalid Code,4.2,Cadbury offers you the best chance to shake your taste buds with the most delicious Cadbury Dairy Milk Shots. The milk consisting chocolate balls encrusted in a hard sugar outer layer doesnt allow you to make an end from having the pleasure of intaking it on and on.
4140,Sugar Free Dark Chocolate- 55% Rich In Cocoa,Snacks & Branded Foods,Chocolates & Candies,Amul,115.0,125.0,https://www.bigbasket.com/media/uploads/p/s/40122065_3-amul-sugar-free-dark-chocolate-55-rich-in-cocoa.jpg,https://www.bigbasket.com/pd/40122065/amul-sugar-free-dark-chocolate-55-rich-in-cocoa-150-g/,Chocolates,Invalid Code,4.3,"It is rich, it is smooth, It is delicious and most importantly, it is sugar-free. Amul Sugar Free Dark Chocolate is the perfect way to surrender to a truly mesmerizing experience sans calories."
4141,"Dark Chocolate - Single Origin, India",Snacks & Branded Foods,Chocolates & Candies,Amul,75.0,150.0,https://www.bigbasket.com/media/uploads/p/s/40137178_1-amul-dark-chocolate-single-origin-india.jpg,https://www.bigbasket.com/pd/40137178/amul-dark-chocolate-single-origin-india-125-g/,Chocolates,Invalid Code,4.2,The exquisite and robust chocolate comes from the tropical Karavali region in South Karnataka. Tease and indulge your sweet tooth with the bitter-sweet symphony of a dark chocolate that is truly the taste of India.
4142,5 Star Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,39.2,40.0,https://www.bigbasket.com/media/uploads/p/s/1206712_2-cadbury-5-star-chocolate-bar.jpg,https://www.bigbasket.com/pd/1206712/cadbury-5-star-chocolate-bar-2x40-g/,Chocolates,Invalid Code,4.3,"A delicious indulgent combination of chocolate, caramel and nougat. Longer-lasting chewy multi textured chocolate eat experience."
4143,Kisses - Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Hersheys ,112.0,140.0,https://www.bigbasket.com/media/uploads/p/s/40148229_5-hersheys-kisses-milk-chocolate.jpg,https://www.bigbasket.com/pd/40148229/hersheys-kisses-milk-chocolate-100-g/,Chocolates,Invalid Code,4.2,"For over 100 years, the iconic Hersheys Kisses chocolates have been spreading happiness across the world. Kisses chocolate is made with creamy delicious milk chocolate & almond and is delicately wrapped to make your loved ones feel special. The bite-sized pieces of chocolate have a distinctive shape of flat-bottomed teardrops. Show that you care and say it with a kiss. Hersheys Kisses are available in the following flavours - milk chocolate, cookies & creme, almond."
4144,"5 Star Chocolate Home Pack, 200 g, 20 units",Snacks & Branded Foods,Chocolates & Candies,Cadbury,183.68,298.0,https://www.bigbasket.com/media/uploads/p/s/1207398_5-cadbury-5-star-chocolate-home-pack-200-g-20-units.jpg,https://www.bigbasket.com/pd/1207398/cadbury-5-star-chocolate-home-pack-200-g-20-units-2x200-g/,Chocolates,Invalid Code,4.3,"A delicious indulgent combination of chocolate, caramel and nougat, it is a longer-lasting chewy multi-textured chocolate that will give you a unforgettable chocolicious experience."
4145,Valentine Home Treats - Hearts & Roses,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk Silk,312.0,400.0,https://www.bigbasket.com/media/uploads/p/s/1207407_7-cadbury-dairy-milk-silk-valentine-home-treats-hearts-roses.jpg,https://www.bigbasket.com/pd/1207407/cadbury-dairy-milk-silk-valentine-home-treats-hearts-roses-2x162-g/,Chocolates,Invalid Code,4.2,Cadbury Dairy Milk Silk Home Treats is everyone's favourite chocolate that comes in the perfect family pack. They are all about regaling in the chocolate's richness and creaminess. The classic taste of Cadbury chocolate offers you a reason to celebrate every small and big occasion of happiness.
4146,Almondo - Roasted Almonds Coated With Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Amul,200.0,200.0,https://www.bigbasket.com/media/uploads/p/s/40140236_1-amul-almondo-roasted-almonds-coated-with-milk-chocolate.jpg,https://www.bigbasket.com/pd/40140236/amul-almondo-roasted-almonds-coated-with-milk-chocolate-200-g/,Chocolates,Invalid Code,4.5,"When rich and smooth milk chocolate embraces crunchy almonds beautifully, then it is no longer just a chocolate but it becomes a symphony of flavour. Every Amul Almondo bite is a piece of heaven that is a treat for your senses and when you cannot stop yourself from taking another piece, keep the guilt away. After all, almonds are a proven superfood which offers a boost of energy. And we know for a fact, you wont be able to stop with just one. That is why every pack has about 65 gourmet Almondos. Pop a few Amul Almondos and indulge in an experience unlike any other."
4147,For Boys - With Surprise,Snacks & Branded Foods,Chocolates & Candies,Kinder Joy,40.0,40.0,https://www.bigbasket.com/media/uploads/p/s/30005023_3-kinder-joy-for-boys-with-surprise.jpg,https://www.bigbasket.com/pd/30005023/kinder-joy-for-boys-with-surprise-20-g/,Chocolates,Invalid Code,4.2,"Kinder Joy is a delight for children that combines chocolate, a surprise and a toy. For the first time ever, Kinder Joy comes in two variants – for boys and for girls. One half of this unique treatment for children comes in well-designed portion size of delicious milk and cocoa cream and two crunchy wafer balls filled with cocoa cream. The other half is the surprise toy which has been designed specifically keeping in mind the individual requirements and different spontaneous ways of playing for boys and for girls."
4148,"Perk - Chocolate, Home Treats, 175.5 g, 27 Units",Snacks & Branded Foods,Chocolates & Candies,Cadbury,122.0,198.0,https://www.bigbasket.com/media/uploads/p/s/1207411_1-cadbury-perk-chocolate-home-treats-1755-g-27-units.jpg,https://www.bigbasket.com/pd/1207411/cadbury-perk-chocolate-home-treats-1755-g-27-units-2x1755-g/,Chocolates,Invalid Code,4.2,"Perk is a combination of the crisp wafer and delicious Cadbury chocolate that enlivens the mood and sparks the lighter side of life. It is a fine, crunchy wafer enveloped in the luscious chocolate. Relish the rich chocolatey experience in every bite of the perk chocolate."
4149,Silk Fruit & Nut Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,322.0,350.0,https://www.bigbasket.com/media/uploads/p/s/1203240_1-cadbury-dairy-milk-silk-fruit-nut-chocolate-bar.jpg,https://www.bigbasket.com/pd/1203240/cadbury-dairy-milk-silk-fruit-nut-chocolate-bar-2x137-g/,Chocolates,,4.3,"EAN Code: 1203240  Country Of Origin: India  Manufacturer Name & Address: Mondelez India Food Pvt. Ltd, Unit No. 2001, 20th Floor, Tower-3 (Wing C), Indiabulls Finance Centre, Parel, Mumbai, Maharashtra - 400013  Best before 05-12-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com"
4150,Dark Chocolate,Snacks & Branded Foods,Chocolates & Candies,Amul,25.0,25.0,https://www.bigbasket.com/media/uploads/p/s/40181888_1-amul-dark-chocolate.jpg,https://www.bigbasket.com/pd/40181888/amul-dark-chocolate-40-g/,Chocolates,8901262230124,4.2,"Amul Dark Chocolate is made with the finest ingredients and delicious cocoa. For a better texture, the finest particle size (approx. 20 microns) is achieved through world-class refining, leaving you to indulge in the exquisite taste of rich dark chocolate."
4151,"Roast Almond Chocolate Bar, 36 g",Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,305.76,360.0,https://www.bigbasket.com/media/uploads/p/s/1207406_2-cadbury-dairy-milk-roast-almond-chocolate-bar-36-g.jpg,https://www.bigbasket.com/pd/1207406/cadbury-dairy-milk-roast-almond-chocolate-bar-36-g-8x36-g/,Chocolates,Invalid Code,4.2,Cadbury Dairy Milk comes with the goodness of roasted almonds. The classic taste of Cadbury chocolates enriched with real goodness. Enjoy the treat in town. It offers you the reason to celebrate every small and big occasion of happiness.
4152,Dairy Milk Silk Mousse - Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,322.0,350.0,https://www.bigbasket.com/media/uploads/p/s/1214100_2-cadbury-dairy-milk-silk-mousse-chocolate-bar.jpg,https://www.bigbasket.com/pd/1214100/cadbury-dairy-milk-silk-mousse-chocolate-bar-2x116-g/,Chocolates,Invalid Code,4.5,"Cadbury Dairy Milk Silk Mousse has the same smooth and classic taste of Cadbury Silk chocolates with the added twist of mousse which makes it fluffy, creamy, and thick. The mousse bubbles simply make it a little bigger to bite into, a little airier when you are chewing with soft creamy chocolate inside."
4153,Milk Chocolate- Smooth & Creamy,Snacks & Branded Foods,Chocolates & Candies,Amul,88.0,100.0,https://www.bigbasket.com/media/uploads/p/s/40003733_2-amul-milk-chocolate-smooth-creamy.jpg,https://www.bigbasket.com/pd/40003733/amul-milk-chocolate-smooth-creamy-150-g-carton/,Chocolates,8901262070430,4.3,"Savour the mesmerising combination of creamy milk blended with rich cocoa that is sure to delight your sweet tooth. Milk Chocolate is all about regaling in the creaminess of the classic chocolate bar. This rich, smooth chocolate bar gives you joy in every bite and is ideal for enjoying with your loved ones, or to give it as a gift."
4154,Oreo,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk Silk,72.0,80.0,https://www.bigbasket.com/media/uploads/p/s/40097871_5-cadbury-dairy-milk-silk-oreo.jpg,https://www.bigbasket.com/pd/40097871/cadbury-dairy-milk-silk-oreo-60-g/,Chocolates,Invalid Code,4.3,"Cadbury Dairy Milk Silk now comes in new exciting oreo flavor. Your favourite cadbury dairy milk now in a softer, smoother and creamier taste. Made from the delicious silky chocolate flavour and the crunchy Oreo cookies, this chocolate is a treat for everyone."
4155,KitKat Chocolate Wafer Bar - 4 Fingers Pack,Snacks & Branded Foods,Chocolates & Candies,Nestle ,23.75,25.0,https://www.bigbasket.com/media/uploads/p/s/40018531_10-nestle-kitkat-chocolate-wafer-bar-4-fingers-pack.jpg,https://www.bigbasket.com/pd/40018531/nestle-kitkat-chocolate-wafer-bar-4-fingers-pack-373-g/,Chocolates,7613037090901,4.3,"Nestle® KITKAT® is the ideal partner for your breaks. Nestle KitKat is crisp wafer fingers covered with chocolayers. Nestle KitKat has a unique finger format with a ‘breaking' ritual attached to it. So go ahead, have a break and relish the great new taste! Indulge in this delicious crispy treat alone or share it with your loved ones. Enjoy your breaks with this treat with approx. 48 kcal per finger. Just unwrap your KitKat®, break off one of the fingers, snap into two and enjoy! Have a Break, Have a KitKat®."
4156,Candy - Melody Chocolaty,Snacks & Branded Foods,Chocolates & Candies,Parle,50.0,50.0,https://www.bigbasket.com/media/uploads/p/s/270030_1-parle-candy-melody-chocolaty.jpg,https://www.bigbasket.com/pd/270030/parle-candy-melody-chocolaty-1955-g-pouch/,"Toffee, Candy & Lollypop",8901719220159,4.3,"As you take a bite of Parle Melody Chocolaty Candy, you can easily distinguish the extra sweetness of the caramel cutting through the smooth chocolaty filling. The excessive sweetness in the candy can be quite a revelation, especially for those who like their toffees caramelly and crunchy."
4157,Kitkat 2 Fingers,Snacks & Branded Foods,Chocolates & Candies,Nestle ,15.0,15.0,https://www.bigbasket.com/media/uploads/p/s/100532699_10-nestle-kitkat-2-fingers.jpg,https://www.bigbasket.com/pd/100532699/nestle-kitkat-2-fingers-18-g-pack/,Chocolates,8901058857221,4.2,"Nestle Kitkat is the ideal partner for your breaks. Indulge in this delicious crispy treat alone or share it with your loved ones enjoy your breaks with this treat with approx. 48 kcal per finger. Just unwrap your Kitkat, break off one of the fingers, snap into two and enjoy! Have a break, have a Kitkat."
4158,Kitkat 3 Fingers,Snacks & Branded Foods,Chocolates & Candies,Nestle ,20.0,20.0,https://www.bigbasket.com/media/uploads/p/s/40122230_3-nestle-kitkat-3-fingers.jpg,https://www.bigbasket.com/pd/40122230/nestle-kitkat-3-fingers-275-g-pack/,Chocolates,8901058872712,4.3,"Nestle KitKat is the ideal partner for your breaks. Indulge in this delicious crispy treat alone or share it with your loved ones. Enjoy your breaks with this treat with approx. 48 kcal per finger. Just unwrap your KitKat, break off one of the fingers, snap into two and enjoy! Have A Break, Have A Kitkat."
4159,Bitter Chocolate- 75% Rich In Cocoa,Snacks & Branded Foods,Chocolates & Candies,Amul,115.0,125.0,https://www.bigbasket.com/media/uploads/p/s/40055078_2-amul-bitter-chocolate-75-rich-in-cocoa.jpg,https://www.bigbasket.com/pd/40055078/amul-bitter-chocolate-75-rich-in-cocoa-150-g/,Chocolates,Invalid Code,4.3,Amul Bitter Chocolate is made from the finest cocoa beans which delivers a robust flavour that is not for the faint hearted. It is 75% cocoa and 100% bliss. Amul Bitter Chocolate is truly a chocolate connoisseur delight.
4160,Dairy Milk Silk - Hazelnut Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,80.0,80.0,https://www.bigbasket.com/media/uploads/p/s/40157246_2-cadbury-dairy-milk-silk-hazelnut-chocolate-bar.jpg,https://www.bigbasket.com/pd/40157246/cadbury-dairy-milk-silk-hazelnut-chocolate-bar-58-g/,Chocolates,7622201452797,4.2,"Deliciously crunchy, whole hazelnuts covered in smooth Cadbury Dairy Milk Silk, this offering is all about regaling in the richness and creaminess of the chocolate. Crack open a delicious block to release the sweet nutty crunch. Take a sweet break with the hazelnut chocolate bar."
4161,Kisses - Almonds Chocolate,Snacks & Branded Foods,Chocolates & Candies,Hersheys ,40.0,50.0,https://www.bigbasket.com/media/uploads/p/s/40148228_9-hersheys-kisses-almonds-chocolate.jpg,https://www.bigbasket.com/pd/40148228/hersheys-kisses-almonds-chocolate-336-g/,Chocolates,Invalid Code,4.2,"For over 100 years, the iconic Hersheys Kisses chocolates have been spreading happiness across the world. Kisses chocolate is made with creamy delicious milk chocolate & almond and is delicately wrapped to make your loved ones feel special. The bite-sized pieces of chocolate have a distinctive shape of flat-bottomed teardrops. Show that you care and say it with a kiss. Hersheys Kisses are available in the following flavours - milk chocolate, cookies & creme, almond."
4162,Tropical Orange- Dark Chocolate Infused With Orange Extracts From Netherlands,Snacks & Branded Foods,Chocolates & Candies,Amul,115.0,125.0,https://www.bigbasket.com/media/uploads/p/s/40059136_2-amul-tropical-orange-dark-chocolate-infused-with-orange-extracts-from-netherlands.jpg,https://www.bigbasket.com/pd/40059136/amul-tropical-orange-dark-chocolate-infused-with-orange-extracts-from-netherlands-150-g/,Chocolates,8901262070843,4.3,"Amul Tropical Orange Chocolate contains orange extract derived from fresh Netherlands oranges that is infused with intense dark chocolate, made using the finest cocoa beans. Take a moment to yourself and enjoy this tantalising treat that is guaranteed to become your new favourite in no time."
4163,Silk Oreo,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,322.0,350.0,https://www.bigbasket.com/media/uploads/p/s/1203238_1-cadbury-dairy-milk-silk-oreo.jpg,https://www.bigbasket.com/pd/1203238/cadbury-dairy-milk-silk-oreo-2x130-g/,Chocolates,,4.3,"EAN Code: 1203238  Country of origin: India  Manufacturer Name & Address: Mondelez India Food Pvt. Ltd, Unit No. 2001, 20th Floor, Tower-3 (Wing C), Indiabulls Finance Centre, Parel, Mumbai, Maharashtra - 400013  Best before 02-11-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com"
4164,Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Amul,25.0,25.0,https://www.bigbasket.com/media/uploads/p/s/40181889_3-amul-milk-chocolate.jpg,https://www.bigbasket.com/pd/40181889/amul-milk-chocolate-40-g/,Chocolates,Invalid Code,4.4,"Amul Milk Chocolate is made with the goodness of rich creamy milk and delicious cocoa. Savour this mesmerising combination as it leaves you with a delightful taste, achieved through world-class refining."
4165,Chocolate Bar - Crispello,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,30.0,30.0,https://www.bigbasket.com/media/uploads/p/s/40137482_2-cadbury-dairy-milk-chocolate-bar-crispello.jpg,https://www.bigbasket.com/pd/40137482/cadbury-dairy-milk-chocolate-bar-crispello-33-g/,Chocolates,Invalid Code,4.3,"Crispello is a finger format chocolate with the crispy centre, covered with a thin layer of delicious Cadbury Dairy Milk. The crunchy and light crispy balls at the centre give it a novel eat experience. The four finger format also makes it easy to share with friends and family."
4166,Gems Home Treats Pack,Snacks & Branded Foods,Chocolates & Candies,Cadbury,100.0,100.0,https://www.bigbasket.com/media/uploads/p/s/40207479_1-cadbury-gems-home-treats-pack.jpg,https://www.bigbasket.com/pd/40207479/cadbury-gems-home-treats-pack-1422-g/,"Toffee, Candy & Lollypop",Invalid Code,4.4,"Cadbury Gems is chocolate flavor, rich and chocolate buttons. What makes Gems different is the way the chocolate has been designed as colourful candy. Gems can be used to embellish puddings, cakes, biscuits, homemade chocolates and cookies. It is colourful, tasty and fun. Gems is loved by everyone. Add to any dessert for that extra touch or just eat it how it is for a guaranteed burst of flavours in your mouth. This pack Contains 45 Cadbury Gems Minis-3.16g each."
4167,Chewy Toffee Stick - Strawberry Flavour,Snacks & Branded Foods,Chocolates & Candies,Fruit-Tella ,27.0,30.0,https://www.bigbasket.com/media/uploads/p/s/40016434_7-fruit-tella-chewy-toffee-stick-strawberry-flavour.jpg,https://www.bigbasket.com/pd/40016434/fruit-tella-chewy-toffee-stick-strawberry-flavour-45-g/,"Toffee, Candy & Lollypop",Invalid Code,4.3,"Enjoy your favourite Fruitella - chewy toffee in strawberry flavour. Life is full of entertainment and fun moments with Fruitella by your side. Strawberry flavoured Fruitella, with its vibrant and fruity flavours is perfect to make your dull moments, fun and cheer you up.
What else? It provides you with the goodness of fruit, having real fruit extracts.
Fruitella is best enjoyed by sharing with friends and family. Pop out these bite-size fruit candies and experience the joy that a shared moment brings. So, grab your pack of fruit flavoured fruitella and transform ordinary moments to vibrant fun"
4168,Bubbly Valentine Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk Silk,204.0,240.0,https://www.bigbasket.com/media/uploads/p/s/1202130_4-cadbury-dairy-milk-silk-bubbly-valentine-chocolate-bar.jpg,https://www.bigbasket.com/pd/1202130/cadbury-dairy-milk-silk-bubbly-valentine-chocolate-bar-3x50-g/,Chocolates,Invalid Code,4.3,"Celebrate this Valentine’s day with Cadbury Dairy Milk Silk Bubbly Valentine pack. Cadbury Dairy Milk Silk Bubbly has the same smooth flavour that you would expect from Cadbury’s Silk with the added twist of bubbles (completely non-flavour altering). The bubbles simply make it a little bigger to bite into, a little airier when you are chewing."
